√‘¬∑∏Ò¬≥Œ˜Àπ,,,,,,551,21,5.00,20,30,13,30,240,5,0,0,80,20,0,0,0,0,0,0,1,2,152,40,,,,0,5,5,5,100329,0,1,,,,,,,,,,,,,,,,,-1
ÀÆµƒ ÿª§’ﬂ,,,,,,552,21,5.00,34,19,23,19,270,3,20,80,0,0,10,10,10,10,10,10,1,2,52,51,50,,,0,0,5,7,100379,0,1,,,,,,,,,,,,,,,,,-1
ªµƒ ÿª§’ﬂ,,,,,,553,20,5.00,17,23,11,33,180,9,0,0,80,20,10,10,10,10,10,10,1,152,12,,,,,0,3,1,7,100370,0,0,,,,,,,,,,,,,,,,,-1
∑Áµƒ ÿª§’ﬂ,,,,,,554,23,5.00,21,30,13,28,240,5,0,0,30,70,10,10,10,10,10,10,1,2,41,40,,,,0,3,3,7,100328,0,1,,,,,,,,,,,,,,,,,-1
µÿµƒ ÿª§’ﬂ,,,,,,555,20,5.00,21,19,41,4,210,7,90,0,0,10,10,10,10,60,10,10,1,2,80,30,31,,,0,0,0,7,100274,0,0,,,,,,,,,,,,,,,,,-1
æ´¡Èµƒ π’ﬂ,,,,,,556,20,5.00,20,30,20,30,100,0,50,50,0,0,100,100,100,100,100,100,110,80,90,-1,-1,-1,-1,0,10,30,7,100461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
Ω‹¬Âƒ• ˜,,,,,,557,150,1.00,100,0,0,0,100,0,0,0,0,0,1000,1000,1000,1000,1000,1000,0,-1,-1,-1,-1,-1,-1,0,0,0,7,100468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
øÀøÀ¬ÂÀπ, Ø,ƒæ,∆§,œﬂ,—¿,558,20,4.50,18,22,10,35,210,7,0,0,0,100,0,0,0,0,0,0,1,120,,,,,,0,5,2,5,100368,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
∂‡¿˚≈µ≤ºÀπ,»‚,”„,¥Æ,—Œ,Ãºª,559,12,4.50,26,21,26,12,210,9,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100335,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
πÍ÷Æ∂‹,»‚,”„,¥Æ,—Œ,”Õ,560,14,4.50,20,18,34,9,180,9,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100271,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
∆Êø®¬ÂÀπ, Ø,ƒæ,»‚,”„,√◊,561,28,5.00,28,29,30,18,300,1,30,0,0,70,5,5,5,5,5,5,1,2,3,30,31,,,2,5,0,7,100343,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
ø®ø®Ω±¶, Ø,ƒæ,»‚,”„,√◊,562,26,5.00,30,33,30,12,300,1,0,20,80,0,5,5,5,5,5,20,1,2,90,30,31,,,2,5,0,7,100346,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
√∞œ’’ﬂ,,,,,,563,20,5.00,20,30,20,30,100,0,0,0,50,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
√∞œ’’ﬂ,,,,,,564,20,5.00,20,20,30,30,100,0,50,50,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
√∞œ’’ﬂ,,,,,,565,20,5.00,25,25,25,25,100,0,50,0,0,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
√∞œ’’ﬂ,,,,,,566,20,5.00,25,30,20,25,100,0,0,50,50,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¬√»À,,,,,,567,20,5.00,30,20,30,20,100,0,50,0,0,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¬√»À,,,,,,568,20,5.00,30,20,30,20,100,0,0,50,50,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¬√»À,,,,,,569,20,5.00,25,25,20,30,100,0,50,50,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¬√»À,,,,,,570,20,5.00,25,30,20,25,100,0,0,0,50,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
√‘¬∑µƒ–°∫¢◊”,,,,,,571,20,5.00,20,25,20,35,100,0,0,0,60,40,0,0,0,0,0,0,40,-1,-1,-1,-1,-1,-1,0,5,5,7,100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
√‘¬∑µƒ–°∫¢◊”,,,,,,572,20,5.00,15,20,25,40,100,0,60,40,0,0,0,0,0,0,0,0,30,-1,-1,-1,-1,-1,-1,0,5,5,7,100120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¬∑≥’µƒµ¡‘Ù,,,,,,573,20,5.00,15,30,15,30,100,0,50,0,0,50,0,0,0,0,0,0,140,-1,-1,-1,-1,-1,-1,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
√‘¬∑µƒ…Ω‘Ù,,,,,,574,20,5.00,20,30,20,30,100,0,0,50,50,0,0,0,0,0,0,0,140,-1,-1,-1,-1,-1,-1,0,5,5,7,100400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¬≥ƒ·Ã˚Àπ, Ø,œﬂ,π«,»‚,√◊,575,22,5.00,23,23,25,24,240,5,100,0,0,0,0,100,100,100,0,0,1,2,,,,,,2,0,3,5,100282,0,0,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
¥Ûµÿ ÿª§ ﬁ,»‚,”„,¥Æ,—Œ,Ãºª,576,14,5.00,28,20,30,10,180,9,100,0,0,0,30,30,30,30,30,30,1,2,30,,,,,0,1,0,6,100338,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¥Ûµÿ ÿª§ ﬁ, Ø,ƒæ,»‚,”„,√◊,577,25,5.00,39,29,34,6,300,1,90,10,0,0,50,50,50,50,50,50,31,30,41,3,,,,0,5,0,4,100351,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
±¥¬Â¬ÂøÀ,ƒæ,∆§,π«,œﬂ,—¿,578,19,5.00,30,15,33,14,210,7,70,30,0,0,60,30,30,-20,30,30,61,60,,,,,,0,0,0,5,100268,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¬ÃπÍ,»‚,”„,¥Æ,—Œ,”Õ,579,14,5.00,20,20,36,9,180,9,60,0,0,40,30,30,30,30,30,30,30,,,,,,,0,0,0,6,100272,0,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
Ãÿ¬Â¿•,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,580,17,4.50,23,21,23,17,180,9,70,0,0,30,30,30,30,30,30,30,90,,,,,,,0,0,3,6,100277,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¬Â∆Ê∞≤, Ø,ƒæ,∆§,π«,œﬂ,581,23,4.50,25,21,38,6,240,5,80,0,0,20,30,30,30,30,30,30,110,,,,,,,0,0,1,5,100286,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¿˚‘Ú≈µ∂Ÿ,ƒæ,∆§,œﬂ,»‚,√◊,582,22,4.50,27,37,19,17,300,1,100,0,0,0,30,30,30,30,30,30,151,,,,,,,0,5,0,4,100287,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
øÀ¿◊∂˚, Ø,ƒæ,∆§,œﬂ,—¿,583,19,4.50,19,18,20,22,100,11,60,40,0,0,30,30,30,30,30,30,10,,,,,,,0,0,1,6,100291,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
ø®¿≠ø®¿˚, Ø,ƒæ,∆§,π«,—¿,584,17,4.50,15,23,23,26,210,7,70,0,0,30,30,30,30,30,30,30,51,,,,,,,0,0,1,5,100326,0,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
∂‡¿˚ø≠¿≠,»‚,”„,¥Æ,—Œ,Ãºª,585,18,4.50,27,18,28,10,180,9,70,30,0,0,30,30,30,30,30,30,30,,,,,,,0,1,0,6,100337,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
Œ⁄¡¶ÀπÃπ, Ø,ƒæ,∆§,π«,œﬂ,586,15,4.50,22,17,19,17,150,-20,100,0,0,0,0,0,0,0,0,0,1,20,,,,,,1,1,1,6,100252,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
≤º±»,»‚,”„,¥Æ,¬—,—Œ,587,15,4.50,42,20,16,12,240,-20,80,20,0,0,0,0,0,0,0,0,1,,,,,,,1,2,0,5,100254,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
ø®√∑¿º∂˜,»‚,”„,¥Æ,—Œ,”Õ,588,12,4.50,20,21,33,10,180,-20,0,0,80,20,0,0,0,0,0,0,1,2,10,,,,,1,0,0,6,100273,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
¿ÔÀπª˘, Ø,ƒæ,∆§,œﬂ,—¿,589,17,4.50,19,16,19,23,150,-25,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,1,0,1,6,100294,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
øÀøÀ¬ÂÀπ, Ø,ƒæ,∆§,œﬂ,—¿,590,20,4.50,18,22,10,35,210,-30,0,0,0,100,0,0,0,0,0,0,1,120,,,,,,1,5,2,5,100368,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
ªº¶, Ø,ƒæ,∆§,œﬂ,—¿,591,17,5.00,21,20,12,35,180,9,0,0,30,70,40,40,40,40,40,40,1,151,51,,,,,0,3,1,7,100367,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
øÀøÀ¬ÂÀπ, Ø,ƒæ,∆§,œﬂ,—¿,592,20,5.00,20,22,12,37,210,7,0,0,0,100,40,40,40,40,40,40,1,151,51,,,,,0,5,2,7,100368,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
ªÙ∂˚øÀ, Ø,ƒæ,∆§,œﬂ,—¿,593,18,5.00,22,18,14,35,180,9,30,0,0,70,0,0,0,0,0,0,1,151,51,,,,,0,3,1,6,100369,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
∆Ê±¶, Ø,ƒæ,∆§,œﬂ,—¿,594,20,5.00,19,25,13,35,180,9,0,0,80,20,0,0,0,0,0,0,1,152,52,,,,,0,3,1,7,100370,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¥˜Àπ,,,,,,595,20,5.00,30,30,20,20,100,0,60,40,0,0,30,30,30,30,30,30,40,30,-1,-1,-1,-1,-1,0,5,5,7,100432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
≤®ø®,,,,,,596,20,5.00,20,30,20,30,100,0,0,0,40,60,30,30,30,30,30,30,40,30,-1,-1,-1,-1,-1,0,5,5,7,100436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¥Ô◊»,,,,,,597,20,5.00,20,30,30,20,100,0,0,60,40,0,30,30,30,30,30,30,40,30,-1,-1,-1,-1,-1,0,5,5,7,100434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
µ¡‘ÙÃÿ…≥Õı, Ø,œﬂ,π«,»‚,√◊,598,19,5.00,24,25,24,26,270,3,60,0,0,40,0,0,0,0,0,0,1,2,40,,,,,0,0,3,7,100281,0,0,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
…Ó¿∂…´ ØÕ∑,,,,,,599,150,1.00,200,0,50,0,100,0,50,50,0,0,1000,1000,1000,1000,1000,1000,0,-1,-1,-1,-1,-1,-1,0,0,0,4,100470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
µœøÀƒ¡, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,600,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100400,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
À«”˝‘±,,,,,,601,20,5.00,25,25,25,25,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,602,20,5.00,40,20,20,20,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,603,20,5.00,20,40,20,20,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,604,20,5.00,20,20,40,20,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,605,20,5.00,20,20,20,40,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,606,20,5.00,30,30,30,10,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,607,20,5.00,30,30,10,30,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,608,20,5.00,30,10,30,30,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,609,20,5.00,10,30,30,30,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,610,20,5.00,40,40,10,10,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,611,20,5.00,10,40,40,10,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,612,20,5.00,10,10,40,40,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,613,20,5.00,40,10,10,40,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,614,20,5.00,50,30,20,0,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,615,20,5.00,0,50,30,20,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,616,20,5.00,20,0,50,30,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
À«”˝‘±,,,,,,617,20,5.00,30,20,0,50,100,0,0,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,2,10,10,7,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
º™±», Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,618,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,101178,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
≈Â¬∂œƒ, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,619,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100872,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
ø≠∂˜, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,620,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,101180,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
∞ﬂƒ·µœøÀ, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,621,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100907,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
√…∆Ê, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,622,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,101412,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
∞Ó¥ÔªÙ∂˜, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,623,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100430,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
ø®∂˜∏Òµ«, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,624,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,101284,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
»¿ÔŒ˜∂˚, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,625,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100904,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
∏Ò∂˚œ£¬Â, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,626,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100861,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
∏¬÷®¿≠, Ø,ƒæ,œﬂ,º”Ãÿ¬Â,√¿¬≥ƒ»,627,50,1.00,1,0,0,0,100,0,0,0,0,0,-100,-100,-100,-100,-100,-100,0,3,60,110,80,40,130,0,100,100,7,100891,0,0,100,1,2,100,1,2,100,1,2,-500,0,0,-500,0,0,,-1
–°ª…Ωø⁄,,,,,,629,150,10.00,300,0,10,0,100,0,0,0,0,0,1000,1000,1000,1000,1000,1000,,318,325,,,,,0,0,0,4,15323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
ª…Ωæﬁ—“,,,,,,630,400,1.00,400,0,5,0,100,0,0,0,0,0,1000,1000,1000,1000,1000,1000,0,-1,-1,-1,-1,-1,-1,0,0,0,7,10812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
ª÷Æ ÿª§ ﬁ, Ø,∆§,œﬂ,»‚,”„,650,27,5.00,25,40,22,27,300,1,0,20,80,0,50,50,50,50,50,50,12,11,10,152,,,,0,5,5,7,100373,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
ª÷Æ ÿª§ ﬁ,ƒæ,∆§,œﬂ,»‚,√◊,651,26,5.00,25,39,18,23,270,3,0,0,100,0,30,30,30,30,30,30,0,,,,,,,0,5,0,7,100290,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
ø®√∑¿º∂˜,»‚,”„,¥Æ,—Œ,”Õ,652,12,5.00,21,22,34,11,180,9,0,0,80,20,30,30,30,30,30,30,30,10,,,,,,0,0,0,6,100273,0,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
ø®±»Ãÿ,»‚,”„,¥Æ,,,653,18,5.00,15,20,20,28,150,11,0,0,70,30,30,30,30,30,30,30,61,,,,,,,0,2,0,6,100295,0,0,,700,700,,700,700,,700,700,,,,,,,,-1
≈µÀπ∂‡¬ÂÀπ, Ø,∆§,π«,œﬂ,—¿,654,24,5.00,22,25,20,24,210,7,0,0,90,10,30,30,30,30,30,30,51,,,,,,,0,1,0,5,100387,0,1,,500,500,,500,500,,500,500,,500,500,,500,500,,-1
º”√¿,»‚,”„,√◊,¬—,“˚”√ÀÆ,655,22,5.00,23,24,20,24,210,7,0,0,60,40,30,30,30,30,30,30,40,,,,,,,0,0,1,5,100259,0,0,,500,500,,500,500,,500,500,,500,500,,500,500,,-1
±¥¬Â±¶¿˚,ƒæ,∆§,π«,œﬂ,—¿,656,22,5.00,30,17,31,16,240,5,0,30,70,0,30,30,30,30,30,30,90,30,,,,,,0,0,0,5,100270,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
∞¢∏Á—«,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,657,20,5.00,24,23,22,19,180,9,0,30,70,0,30,30,30,30,30,30,100,30,31,,,,,0,0,3,6,100275,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
∂‡¬Âº”,”„,√◊,¬—,“˚”√ÀÆ,”Õ,658,21,5.00,26,27,26,17,240,5,0,30,70,0,30,30,30,30,30,30,90,110,,,,,,0,0,5,5,100322,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¿≠∆Ê¬≥∏Á, Ø,œﬂ,π«,»‚,√◊,659,23,5.00,23,27,21,27,240,5,0,0,100,0,30,30,30,30,30,30,150,,,,,,,0,0,3,5,100279,0,0,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
∏Ò¬≥Œ˜Àπ,»‚,”„,¥Æ,√◊,,660,21,5.00,21,31,14,29,240,5,0,0,80,20,30,30,30,30,30,30,3,,,,,,,0,3,3,5,100329,0,1,,600,600,,600,600,,600,600,,600,600,,,,,-1
∑Á÷Æ ÿª§ ﬁ, Ø,ƒæ,»‚,”„,√◊,661,28,5.00,30,30,32,20,300,1,30,0,0,70,50,50,50,50,50,50,30,31,,,,,,0,5,0,7,100343,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
∑Á÷Æ ÿª§ ﬁ,ƒæ,∆§,œﬂ,»‚,√◊,662,25,5.00,27,37,16,26,270,3,0,0,20,80,30,30,30,30,30,30,152,13,12,11,10,,,0,5,0,7,100394,0,1,,300,300,,300,300,,300,300,,300,300,,300,300,,-1
Œ⁄±¶±¶,»‚,”„,√◊,¬—,“˚”√ÀÆ,663,13,5.00,18,21,11,33,150,11,30,0,0,70,30,30,30,30,30,30,41,,,,,,,0,0,1,7,100263,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
∞ÿøÀ∂˚,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,664,19,5.00,22,23,20,24,210,7,0,0,20,80,30,30,30,30,30,30,100,,,,,,,0,0,3,7,100393,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
º”Àπ,»‚,”„,√◊,¬—,“˚”√ÀÆ,665,16,5.00,22,23,19,26,210,5,0,0,30,70,30,30,30,30,30,30,90,,,,,,,0,0,1,5,100262,0,0,,500,500,,500,500,,500,500,,500,500,,500,500,,-1
πÍ÷Æ∂‹,»‚,”„,¥Æ,—Œ,”Õ,666,14,5.00,21,19,35,10,180,9,30,0,0,70,30,30,30,30,30,30,30,,,,,,,0,0,0,6,100271,0,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
º”±»∞¬,»‚,”„,√◊,¬—,“˚”√ÀÆ,667,18,5.00,23,23,19,29,240,5,0,0,0,100,30,30,30,30,30,30,110,,,,,,,0,0,1,5,100261,0,0,,500,500,,500,500,,500,500,,500,500,,500,500,,-1
ø®±»Ãÿ,»‚,”„,¥Æ,,,668,19,5.00,17,21,17,29,150,9,0,0,0,100,30,30,30,30,30,30,61,,,,,,,0,2,0,6,100298,0,0,,700,700,,700,700,,700,700,,,,,,,,-1
øÀøÀ¬ÂÀπ, Ø,ƒæ,∆§,œﬂ,—¿,669,20,5.00,19,23,11,36,210,7,0,0,0,100,30,30,30,30,30,30,51,,,,,,,0,5,2,5,100368,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
±´, Ø,ƒæ,∆§,π«,—¿,670,17,5.00,17,24,21,29,210,7,20,0,0,80,30,30,30,30,30,30,80,,,,,,,0,0,1,5,100325,0,0,,600,600,,600,600,,600,600,,600,600,,600,600,,-1
±¥¬≥“¡ø®,»‚,”„,¥Æ,√◊,,671,23,5.00,22,31,14,29,240,5,0,0,30,70,30,30,30,30,30,30,30,,,,,,,0,3,3,5,100328,0,1,,600,600,,600,600,,600,600,,600,600,,,,,-1
ø‚∞£Àπµƒµ‹◊”,,,,,,672,20,5.00,25,25,25,25,100,0,50,50,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
ø‚∞£Àπµƒµ‹◊”,,,,,,673,20,5.00,30,20,30,20,100,0,0,0,50,50,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
“¡Ãÿƒ…µƒµ‹◊”,,,,,,674,20,5.00,20,30,20,30,100,0,100,0,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
“¡Ãÿƒ…µƒµ‹◊”,,,,,,675,20,5.00,30,30,20,20,100,0,0,100,0,0,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,0,5,5,7,100436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
